,train_img_path,train_anno_path
751,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_21.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_21_mask.tif
752,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_22.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_22_mask.tif
753,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_23.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_23_mask.tif
754,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_24.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_24_mask.tif
755,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_25.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_25_mask.tif
756,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_26.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_26_mask.tif
757,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_27.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_27_mask.tif
758,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_28.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_28_mask.tif
759,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_29.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_29_mask.tif
760,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_30.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_30_mask.tif
761,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_31.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_31_mask.tif
762,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_32.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_32_mask.tif
763,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_33.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_33_mask.tif
764,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_34.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_34_mask.tif
765,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_35.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_35_mask.tif
766,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_36.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_36_mask.tif
767,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_37.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_37_mask.tif
768,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_38.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_38_mask.tif
769,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_39.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_39_mask.tif
770,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_40.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_40_mask.tif
771,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_41.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_41_mask.tif
772,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_42.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_42_mask.tif
773,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_43.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_43_mask.tif
774,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_44.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_44_mask.tif
775,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_45.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_45_mask.tif
776,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_46.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_46_mask.tif
777,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5964_20010511/TCGA_FG_5964_20010511_12.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5964_20010511/TCGA_FG_5964_20010511_12_mask.tif
778,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5964_20010511/TCGA_FG_5964_20010511_13.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5964_20010511/TCGA_FG_5964_20010511_13_mask.tif
779,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5964_20010511/TCGA_FG_5964_20010511_14.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5964_20010511/TCGA_FG_5964_20010511_14_mask.tif
780,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5964_20010511/TCGA_FG_5964_20010511_15.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5964_20010511/TCGA_FG_5964_20010511_15_mask.tif
781,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5964_20010511/TCGA_FG_5964_20010511_16.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5964_20010511/TCGA_FG_5964_20010511_16_mask.tif
782,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5964_20010511/TCGA_FG_5964_20010511_17.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_5964_20010511/TCGA_FG_5964_20010511_17_mask.tif
783,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6688_20020215/TCGA_FG_6688_20020215_17.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6688_20020215/TCGA_FG_6688_20020215_17_mask.tif
784,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6688_20020215/TCGA_FG_6688_20020215_18.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6688_20020215/TCGA_FG_6688_20020215_18_mask.tif
785,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6688_20020215/TCGA_FG_6688_20020215_19.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6688_20020215/TCGA_FG_6688_20020215_19_mask.tif
786,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6688_20020215/TCGA_FG_6688_20020215_20.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6688_20020215/TCGA_FG_6688_20020215_20_mask.tif
787,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6688_20020215/TCGA_FG_6688_20020215_21.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6688_20020215/TCGA_FG_6688_20020215_21_mask.tif
788,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6688_20020215/TCGA_FG_6688_20020215_22.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6688_20020215/TCGA_FG_6688_20020215_22_mask.tif
789,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6688_20020215/TCGA_FG_6688_20020215_23.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6688_20020215/TCGA_FG_6688_20020215_23_mask.tif
790,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6688_20020215/TCGA_FG_6688_20020215_24.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6688_20020215/TCGA_FG_6688_20020215_24_mask.tif
791,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6688_20020215/TCGA_FG_6688_20020215_25.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6688_20020215/TCGA_FG_6688_20020215_25_mask.tif
792,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6688_20020215/TCGA_FG_6688_20020215_26.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6688_20020215/TCGA_FG_6688_20020215_26_mask.tif
793,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6688_20020215/TCGA_FG_6688_20020215_27.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6688_20020215/TCGA_FG_6688_20020215_27_mask.tif
794,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6688_20020215/TCGA_FG_6688_20020215_28.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6688_20020215/TCGA_FG_6688_20020215_28_mask.tif
795,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6688_20020215/TCGA_FG_6688_20020215_29.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6688_20020215/TCGA_FG_6688_20020215_29_mask.tif
796,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6688_20020215/TCGA_FG_6688_20020215_30.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6688_20020215/TCGA_FG_6688_20020215_30_mask.tif
797,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6688_20020215/TCGA_FG_6688_20020215_31.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6688_20020215/TCGA_FG_6688_20020215_31_mask.tif
798,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6688_20020215/TCGA_FG_6688_20020215_32.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6688_20020215/TCGA_FG_6688_20020215_32_mask.tif
799,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_20.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_20_mask.tif
800,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_21.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_21_mask.tif
801,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_22.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_22_mask.tif
802,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_23.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_23_mask.tif
803,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_24.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_24_mask.tif
804,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_25.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_25_mask.tif
805,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_26.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_26_mask.tif
806,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_27.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_27_mask.tif
807,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_28.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_28_mask.tif
808,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_29.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_29_mask.tif
809,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_30.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_30_mask.tif
810,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_31.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_31_mask.tif
811,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_32.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_32_mask.tif
812,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_33.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_33_mask.tif
813,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_34.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_34_mask.tif
814,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_35.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_35_mask.tif
815,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_36.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_36_mask.tif
816,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_37.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_37_mask.tif
817,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_38.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_38_mask.tif
818,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_39.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_39_mask.tif
819,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6690_20020226/TCGA_FG_6690_20020226_25.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6690_20020226/TCGA_FG_6690_20020226_25_mask.tif
820,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6690_20020226/TCGA_FG_6690_20020226_26.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6690_20020226/TCGA_FG_6690_20020226_26_mask.tif
821,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6690_20020226/TCGA_FG_6690_20020226_27.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6690_20020226/TCGA_FG_6690_20020226_27_mask.tif
822,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6690_20020226/TCGA_FG_6690_20020226_28.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6690_20020226/TCGA_FG_6690_20020226_28_mask.tif
823,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6690_20020226/TCGA_FG_6690_20020226_29.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6690_20020226/TCGA_FG_6690_20020226_29_mask.tif
824,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6690_20020226/TCGA_FG_6690_20020226_30.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6690_20020226/TCGA_FG_6690_20020226_30_mask.tif
825,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6690_20020226/TCGA_FG_6690_20020226_31.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6690_20020226/TCGA_FG_6690_20020226_31_mask.tif
826,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6690_20020226/TCGA_FG_6690_20020226_32.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6690_20020226/TCGA_FG_6690_20020226_32_mask.tif
827,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6690_20020226/TCGA_FG_6690_20020226_33.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6690_20020226/TCGA_FG_6690_20020226_33_mask.tif
828,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6690_20020226/TCGA_FG_6690_20020226_34.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6690_20020226/TCGA_FG_6690_20020226_34_mask.tif
829,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6690_20020226/TCGA_FG_6690_20020226_35.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6690_20020226/TCGA_FG_6690_20020226_35_mask.tif
830,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6690_20020226/TCGA_FG_6690_20020226_36.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6690_20020226/TCGA_FG_6690_20020226_36_mask.tif
831,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6691_20020405/TCGA_FG_6691_20020405_20.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6691_20020405/TCGA_FG_6691_20020405_20_mask.tif
832,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6691_20020405/TCGA_FG_6691_20020405_21.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6691_20020405/TCGA_FG_6691_20020405_21_mask.tif
833,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6691_20020405/TCGA_FG_6691_20020405_22.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6691_20020405/TCGA_FG_6691_20020405_22_mask.tif
834,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6691_20020405/TCGA_FG_6691_20020405_23.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6691_20020405/TCGA_FG_6691_20020405_23_mask.tif
835,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6691_20020405/TCGA_FG_6691_20020405_24.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6691_20020405/TCGA_FG_6691_20020405_24_mask.tif
836,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6691_20020405/TCGA_FG_6691_20020405_25.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6691_20020405/TCGA_FG_6691_20020405_25_mask.tif
837,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6691_20020405/TCGA_FG_6691_20020405_26.tif,/content/drive/My Drive/Colab Notebooks/MaskRCNN_brain_mri/kaggle_3m/TCGA_FG_6691_20020405/TCGA_FG_6691_20020405_26_mask.tif
